Timestamp,Label
2024-05-10 23:01:29.329506,Excellent
2024-05-10 23:02:48.170195,Acceptable
2024-05-10 23:02:57.211522,Excellent
2024-05-10 23:03:02.094815,Excellent
2024-05-10 23:03:23.216917,Acceptable
2024-05-10 23:03:25.262552,So and So
2024-05-10 23:03:27.030684,Acceptable
2024-05-10 23:03:28.278341,Excellent
2024-05-10 23:03:38.389638,Acceptable
2024-05-10 23:03:39.457011,So and So
2024-05-10 23:03:40.230766,Uncomfortable
2024-05-10 23:03:42.625432,So and So
2024-05-10 23:03:44.176356,Acceptable
2024-05-10 23:03:45.981612,Excellent
2024-05-10 23:03:48.259513,Acceptable
2024-05-10 23:04:02.246004,So and So
2024-05-10 23:04:05.633476,Uncomfortable
2024-05-10 23:04:10.808912,So and So
2024-05-10 23:04:13.043618,Uncomfortable
2024-05-10 23:04:18.669210,So and So
2024-05-10 23:04:20.801460,Acceptable
2024-05-10 23:04:22.574312,Excellent
2024-05-10 23:04:25.338151,Acceptable
2024-05-10 23:04:26.965814,So and So
2024-05-10 23:04:36.509962,Acceptable
2024-05-10 23:04:39.920165,Excellent
2024-05-10 23:04:45.080183,Acceptable
2024-05-10 23:04:45.881804,So and So
2024-05-10 23:04:46.976142,Uncomfortable
2024-05-10 23:04:54.982152,So and So
2024-05-10 23:04:57.361365,Acceptable
2024-05-10 23:05:00.076627,Excellent
2024-05-10 23:05:05.495665,Acceptable
2024-05-10 23:05:10.634727,So and So
2024-05-10 23:05:13.621559,Uncomfortable
2024-05-10 23:05:15.192453,So and So
2024-05-10 23:05:16.141967,Acceptable
2024-05-10 23:05:17.516539,Excellent
2024-05-10 23:05:24.523230,Acceptable
2024-05-10 23:05:25.663831,So and So
2024-05-10 23:05:29.901973,Uncomfortable
2024-05-10 23:05:47.484735,So and So
2024-05-10 23:05:48.299734,Acceptable
2024-05-10 23:05:48.986500,Excellent
2024-05-10 23:05:59.728514,Acceptable
2024-05-10 23:06:02.402021,So and So
2024-05-10 23:06:05.142242,Uncomfortable
2024-05-10 23:06:10.149616,So and So
2024-05-10 23:06:10.987478,Acceptable
2024-05-10 23:06:12.316433,Excellent
2024-05-10 23:06:14.287463,Acceptable
2024-05-10 23:06:15.357003,So and So
2024-05-10 23:06:17.400930,Uncomfortable
2024-05-10 23:06:22.469948,So and So
2024-05-10 23:06:23.114321,Acceptable
2024-05-10 23:06:23.862379,Excellent
2024-05-10 23:06:36.625722,Acceptable
2024-05-10 23:06:47.343934,Excellent
2024-05-10 23:06:47.956789,Acceptable
2024-05-10 23:06:50.920464,So and So
2024-05-10 23:06:52.105596,Acceptable
2024-05-10 23:06:52.925884,Excellent
2024-05-10 23:07:24.996989,Acceptable
2024-05-10 23:07:27.184411,Excellent
2024-05-10 23:07:29.671630,Acceptable
2024-05-10 23:07:30.726794,So and So
2024-05-10 23:07:30.965971,So and So
2024-05-10 23:07:32.000760,Uncomfortable
2024-05-10 23:07:33.688017,So and So
2024-05-10 23:07:34.369335,Acceptable
2024-05-10 23:07:35.367929,Excellent
2024-05-10 23:07:39.761833,Acceptable
2024-05-10 23:07:48.253387,So and So
2024-05-10 23:07:50.107019,Acceptable
2024-05-10 23:07:51.181283,Excellent
2024-05-10 23:08:26.787690,Acceptable
2024-05-10 23:08:29.605500,Excellent
2024-05-10 23:08:33.250244,Acceptable
2024-05-10 23:08:39.804082,So and So
2024-05-10 23:08:41.619204,Uncomfortable
2024-05-10 23:08:44.001871,So and So
2024-05-10 23:08:45.135660,Acceptable
2024-05-10 23:08:45.900534,Excellent
2024-05-10 23:09:04.412083,Acceptable
2024-05-10 23:09:06.731567,Excellent
2024-05-10 23:09:14.978106,Acceptable
2024-05-10 23:09:19.467858,Excellent
2024-05-10 23:09:21.448912,So and So
2024-05-10 23:09:23.485514,Excellent
2024-05-10 23:09:26.790151,So and So
2024-05-10 23:09:29.318527,Acceptable
2024-05-10 23:09:30.593640,Excellent
2024-05-10 23:09:38.867534,Acceptable
2024-05-10 23:09:41.279113,Excellent
2024-05-10 23:09:48.366389,Acceptable
2024-05-10 23:09:51.238635,So and So
2024-05-10 23:09:54.315740,Uncomfortable
2024-05-10 23:09:57.170929,So and So
2024-05-10 23:09:58.063681,Acceptable
2024-05-10 23:09:58.994226,Excellent
2024-05-10 23:10:23.126596,Acceptable
2024-05-10 23:10:31.541577,Excellent
2024-05-10 23:10:34.575923,Acceptable
2024-05-10 23:10:36.849642,So and So
2024-05-10 23:10:43.405877,Uncomfortable
2024-05-10 23:10:48.579596,So and So
2024-05-10 23:10:49.787824,Acceptable
2024-05-10 23:10:51.182275,Excellent
2024-05-10 23:10:52.267252,Acceptable
2024-05-10 23:10:54.984768,Excellent
2024-05-10 23:11:04.942749,Acceptable
2024-05-10 23:11:10.157474,Excellent
2024-05-10 23:11:12.682831,Acceptable
2024-05-10 23:11:14.416609,Excellent
2024-05-10 23:11:19.048490,Acceptable
2024-05-10 23:11:22.354275,Excellent
2024-05-10 23:11:29.384945,Acceptable
2024-05-10 23:11:34.304971,Excellent
2024-05-10 23:12:30.047861,Acceptable
2024-05-10 23:12:33.948907,So and So
2024-05-10 23:12:41.131300,Uncomfortable
2024-05-10 23:12:42.882142,So and So
2024-05-10 23:12:44.540697,Acceptable
2024-05-10 23:12:49.796935,Excellent
2024-05-10 23:13:00.635297,Acceptable
2024-05-10 23:13:00.975672,So and So
2024-05-10 23:13:02.236942,Uncomfortable
2024-05-10 23:13:05.885805,So and So
2024-05-10 23:13:07.108444,Acceptable
2024-05-10 23:13:09.053553,Excellent
2024-05-10 23:13:12.341060,Acceptable
2024-05-10 23:13:14.761833,So and So
2024-05-10 23:13:16.230208,Uncomfortable
2024-05-10 23:13:19.080483,So and So
2024-05-10 23:13:20.319224,Acceptable
2024-05-10 23:13:21.553287,Excellent
2024-05-10 23:13:26.674458,Acceptable
2024-05-10 23:13:32.731831,Excellent
2024-05-10 23:13:45.002876,Acceptable
2024-05-10 23:13:46.275354,So and So
2024-05-10 23:13:48.146931,Uncomfortable
2024-05-10 23:13:53.713773,So and So
2024-05-10 23:13:55.368604,Acceptable
2024-05-10 23:13:56.625981,Excellent
2024-05-10 23:14:12.337184,Acceptable
2024-05-10 23:14:13.735732,So and So
2024-05-10 23:14:17.970188,Acceptable
2024-05-10 23:14:19.072260,Excellent
2024-05-10 23:14:40.457614,Acceptable
2024-05-10 23:14:41.274572,So and So
2024-05-10 23:14:42.395779,Uncomfortable
2024-05-10 23:14:44.718960,So and So
2024-05-10 23:14:46.258694,Acceptable
2024-05-10 23:14:49.079126,Excellent
2024-05-10 23:14:55.036219,Acceptable
2024-05-10 23:14:56.649103,Excellent
